油麦菜,2.50,2.75,3.00,京,斤,2021-07-11
散菜花,1.00,1.25,1.50,豫苏,斤,2021-07-11
绿菜花,1.20,1.60,2.00,京 冀,斤,2021-07-11
象牙芒果,3.00,4.00,5.00,芒果类,斤,2021-07-10
凯特芒果,3.60,4.80,6.00,芒果类,斤,2021-07-10
水仙芒果,3.50,4.75,6.00,芒果类,斤,2021-07-10
肯特新世纪澳芒,3.00,4.50,6.00,芒果类,斤,2021-07-10
鸡嘴荔枝,5.00,7.00,9.00,荔枝类,斤,2021-07-10
玉荷包荔枝,3.00,4.00,5.00,荔枝类,斤,2021-07-10
桂味,5.00,7.00,9.00,荔枝类,斤,2021-07-10
美国红,12.00,14.00,16.00,樱桃类,斤,2021-07-10
美早,6.50,25.75,45.00,樱桃类,斤,2021-07-10
南阳,12.00,13.50,15.00,樱桃类,斤,2021-07-10
巴托,9.00,10.50,12.00,樱桃类,斤,2021-07-10
先锋樱桃,5.00,7.50,10.00,樱桃类,斤,2021-07-10
红绣球,11.00,13.00,15.00,樱桃类,斤,2021-07-10
沙蜜托,8.00,11.00,14.00,樱桃类,斤,2021-07-10
箱装菠萝（上六下六）,1.40,1.70,2.00,其他类,斤,2021-07-10
百香果,10.00,11.00,12.00,其他类,斤,2021-07-10
冬枣,12.00,16.00,20.00,其他类,斤,2021-07-10
杨梅,8.00,10.00,12.00,其他类,斤,2021-07-10
蓝莓,13.00,20.50,28.00,其他类,斤,2021-07-10
火龙果,3.00,4.00,5.00,其他类,斤,2021-07-10
羊角蜜,2.00,2.50,3.00,甜瓜类,斤,2021-07-09
花蕾甜瓜,2.00,2.50,3.00,甜瓜类,斤,2021-07-09
久红瑞,1.40,1.50,1.60,甜瓜类,斤,2021-07-09
脆梨,1.60,1.70,1.80,甜瓜类,斤,2021-07-09
绿宝甜瓜,2.00,2.50,3.00,甜瓜类,斤,2021-07-09
博阳（系列）,1.50,2.25,3.00,甜瓜类,斤,2021-07-09
景甜,1.50,1.75,2.00,甜瓜类,斤,2021-07-09
东北香瓜,2.00,2.25,2.50,甜瓜类,斤,2021-07-09
富士（纸袋Φ70-84）,1.50,2.00,2.50,苹果类,斤,2021-07-09
富士（纸+膜袋）,1.50,1.75,2.00,苹果类,斤,2021-07-09
富士（纸袋Φ85以上）,2.50,3.00,3.50,苹果类,斤,2021-07-09
黄元帅,1.50,1.75,2.00,苹果类,斤,2021-07-09
花牛(Φ70-85),1.40,2.00,2.60,苹果类,斤,2021-07-09
新疆阿克苏（冰糖心）,3.00,3.50,4.00,苹果类,斤,2021-07-09
青苹果,1.50,1.60,1.70,苹果类,斤,2021-07-09
辽峰,6.00,7.00,8.00,葡萄类,斤,2021-07-09
巨峰葡萄,4.00,4.50,5.00,葡萄类,斤,2021-07-09
红提葡萄,6.00,6.50,7.00,葡萄类,斤,2021-07-09
阳光玫瑰葡萄,18.00,27.00,36.00,葡萄类,斤,2021-07-09
玫瑰香葡萄,3.00,5.00,7.00,葡萄类,斤,2021-07-09
心里美,0.80,1.00,1.20,冀泥洗,斤,2021-07-09
卞萝卜,0.50,0.55,0.60,冀,斤,2021-07-09
青萝卜,0.70,0.80,0.90,冀鲁新,斤,2021-07-09
胡萝卜,0.40,0.50,0.60,冀鲁新,斤,2021-07-09
胡萝卜（洗）,0.60,0.65,0.70,冀鲁,斤,2021-07-09
黄心土豆,0.50,0.65,0.80,冀,斤,2021-07-09
V7土豆,1.00,1.10,1.20,冀,斤,2021-07-09
黄葱头,0.70,0.80,0.90,蒙甘,斤,2021-07-09
红葱头,1.00,1.10,1.20,老新,斤,2021-07-09
山药,2.10,2.30,2.50,脆麻新,斤,2021-07-09
铁棍山药,3.50,4.75,6.00,普通,斤,2021-07-09
莲藕,6.00,6.50,7.00,冀云川桂,斤,2021-07-09
红薯,0.80,1.05,1.30,冀新,斤,2021-07-09
红薯,1.40,1.60,1.80,精品,斤,2021-07-09
茭白,1.80,2.15,2.50,京浙,斤,2021-07-09
凉薯,1.40,1.50,1.60,普通,斤,2021-07-09
荸荠,4.00,4.50,5.00,皖,斤,2021-07-09
芋头,1.50,1.90,2.30,鲁,斤,2021-07-09
姜,3.00,4.25,5.50,姜头整,斤,2021-07-09
大蒜,2.50,3.00,3.50,普通,斤,2021-07-09
精牛柳,40.00,41.00,42.00,牛肉类,斤,2021-07-09
牛腩,34.00,34.50,35.00,牛肉类,斤,2021-07-09
牛林,34.00,34.50,35.00,牛肉类,斤,2021-07-09
牛骨,4.50,4.75,5.00,牛肉类,斤,2021-07-09
牛板筋,34.00,34.50,35.00,牛肉类,斤,2021-07-09
牛尾,33.00,34.00,35.00,牛肉类,斤,2021-07-09
牛上脑,34.00,34.50,35.00,牛肉类,斤,2021-07-09
整羊,24.00,24.50,25.00,羊肉类,斤,2021-07-09
去骨羊前腿,36.00,36.00,36.00,羊肉类,斤,2021-07-09
去骨羊后腿,36.00,36.00,36.00,羊肉类,斤,2021-07-09
羊腰窝,36.00,36.00,36.00,羊肉类,斤,2021-07-09
羊肉片,36.00,37.00,38.00,羊肉类,斤,2021-07-09
羊腰子（挂油）,15.00,15.50,16.00,羊肉类,个,2021-07-09
羊蝎子,15.00,15.50,16.00,羊肉类,斤,2021-07-09
羊蝎子（精品）,26.00,26.50,27.00,羊肉类,斤,2021-07-09
羊排骨,26.00,26.00,26.00,羊肉类,斤,2021-07-09
羊尾巴油,9.00,9.00,9.00,羊肉类,斤,2021-07-09
羊小腿（羊棒）,24.00,24.00,24.00,羊肉类,斤,2021-07-09
羊腱子,47.00,47.00,47.00,羊肉类,斤,2021-07-09
羊上脑,35.00,35.00,35.00,羊肉类,斤,2021-07-09
蒿子秆,2.00,2.50,3.00,水菜,斤,2021-07-09
水萝卜,2.00,2.25,2.50,水菜,斤,2021-07-09
樱桃萝卜,2.00,2.25,2.50,水菜,斤,2021-07-09
香芹,2.50,2.75,3.00,水菜,斤,2021-07-09
菠菜,3.00,3.50,4.00,水菜,斤,2021-07-09
苋菜,2.50,2.75,3.00,水菜,斤,2021-07-09
菊花菜,3.00,3.25,3.50,水菜,斤,2021-07-09
青蒜,1.50,1.75,2.00,水菜,斤,2021-07-09
盖菜,2.00,2.25,2.50,水菜,斤,2021-07-09
芥兰,3.00,3.25,3.50,水菜,斤,2021-07-09
菜心,2.00,2.50,3.00,水菜,斤,2021-07-09
空心菜,3.00,3.25,3.50,水菜,斤,2021-07-09
鸡毛菜,6.00,6.50,7.00,水菜,斤,2021-07-09
荆芥,2.00,2.50,3.00,水菜,斤,2021-07-09
紫苏叶,4.00,4.25,4.50,水菜,斤,2021-07-09
豌豆苗,4.00,4.25,4.50,水菜,斤,2021-07-09
快菜,2.00,2.25,2.50,水菜,斤,2021-07-09
苦菊,4.00,4.50,5.00,水菜,斤,2021-07-09
穿心莲,1.50,1.75,2.00,水菜,斤,2021-07-09
木耳菜,3.00,3.25,3.50,水菜,斤,2021-07-09
纯瘦肉,10.50,11.00,11.50,猪肉类,斤,2021-07-10
护心肉,15.00,15.00,15.00,猪肉类,斤,2021-07-10
前肘,9.00,10.00,11.00,猪肉类,斤,2021-07-10
后肘,7.80,8.40,9.00,猪肉类,斤,2021-07-10
猪尾巴,40.00,40.00,40.00,猪肉类,斤,2021-07-10
猪蹄,17.00,17.00,17.00,猪肉类,斤,2021-07-10
纯排骨,20.00,21.00,22.00,猪肉类,斤,2021-07-10
纯腔骨,8.00,9.00,10.00,猪肉类,斤,2021-07-10
腔排骨,14.00,14.50,15.00,猪肉类,斤,2021-07-10
棒骨,9.00,10.00,11.00,猪肉类,斤,2021-07-10
猪头,10.00,10.00,10.00,猪肉类,斤,2021-07-10
猪口条,15.00,15.00,15.00,猪肉类,斤,2021-07-10
猪耳,25.00,25.00,25.00,猪肉类,斤,2021-07-10
猪脑,35.00,36.00,37.00,猪肉类,斤,2021-07-10
猪肚,17.00,17.00,17.00,猪肉类,斤,2021-07-10
猪板油,8.00,8.00,8.00,猪肉类,斤,2021-07-10
肥膘肉,5.00,5.50,6.00,猪肉类,斤,2021-07-10
猪腰子,15.00,15.00,15.00,猪肉类,斤,2021-07-10
猪心,7.00,7.50,8.00,猪肉类,斤,2021-07-10
猪肝,6.00,6.00,6.00,猪肉类,斤,2021-07-10
芦笋,8.00,9.00,10.00,特菜,斤,2021-07-10
冬笋,8.00,8.50,9.00,特菜,斤,2021-07-10
慈姑,12.00,13.00,14.00,特菜,斤,2021-07-10
韭黄,8.00,8.50,9.00,特菜,斤,2021-07-10
法香,7.00,7.50,8.00,特菜,斤,2021-07-10
豆尖,8.00,9.00,10.00,特菜,斤,2021-07-10
秋葵,7.00,7.50,8.00,特菜,斤,2021-07-10
甜豆,8.00,8.50,9.00,特菜,斤,2021-07-10
龙豆,27.00,27.50,28.00,特菜,斤,2021-07-10
凉瓜,5.00,5.25,5.50,特菜,斤,2021-07-10
银芽,4.50,5.00,5.50,特菜,斤,2021-07-10
南姜,6.00,6.50,7.00,特菜,斤,2021-07-10
沙葁,7.50,7.75,8.00,特菜,斤,2021-07-10
苤蓝,3.00,3.25,3.50,特菜,斤,2021-07-10
南瓜,1.00,1.10,1.20,特菜,斤,2021-07-10
番杏,6.00,6.50,7.00,特菜,斤,2021-07-10
夹豆,8.00,8.50,9.00,特菜,斤,2021-07-10
荔浦芋头,6.50,7.00,7.50,特菜,斤,2021-07-10
香芋头,6.00,6.25,6.50,特菜,斤,2021-07-10
黄花菜,13.00,13.50,14.00,特菜,斤,2021-07-10
肉鸡,6.50,6.50,6.50,禽肉类,斤,2021-07-11
鸡胸,7.00,7.00,7.00,禽肉类,斤,2021-07-11
鸡翅,10.00,10.50,11.00,禽肉类,斤,2021-07-11
鸡翅中,21.00,21.00,21.00,禽肉类,斤,2021-07-11
鸡边腿,7.00,7.00,7.00,禽肉类,斤,2021-07-11
鸡排腿,7.50,7.50,7.50,禽肉类,斤,2021-07-11
鸡琵琶腿,7.50,7.75,8.00,禽肉类,斤,2021-07-11
鸡胗,12.00,12.00,12.00,禽肉类,斤,2021-07-11
鸡爪,15.00,15.00,15.00,禽肉类,斤,2021-07-11
鸡心,8.00,8.25,8.50,禽肉类,斤,2021-07-11
鸡头,2.00,2.25,2.50,禽肉类,斤,2021-07-11
鸡架子,2.00,2.25,2.50,禽肉类,斤,2021-07-11
鸡翅根,8.00,8.00,8.00,禽肉类,斤,2021-07-11
白条乌鸡（净膛）,12.00,12.00,12.00,禽肉类,斤,2021-07-11
黑爪公鸡（净膛）,15.00,15.00,15.00,禽肉类,斤,2021-07-11
箱鸡蛋,188.00,190.50,193.00,蛋类,斤,2021-07-11
箱鸡蛋,4.27,4.33,4.39,蛋类,斤,2021-07-11
散鸡蛋,4.60,4.60,4.60,蛋类,斤,2021-07-11
生鸭蛋,6.00,6.50,7.00,蛋类,斤,2021-07-11
熟鸭蛋,6.50,7.00,7.50,蛋类,斤,2021-07-11
台农大芒果,3.50,4.00,4.50,芒果类,斤,2021-07-11
红金龙,3.50,4.75,6.00,芒果类,斤,2021-07-11
鹰嘴芒果,3.00,4.00,5.00,芒果类,斤,2021-07-11
青皮芒果,3.00,3.50,4.00,芒果类,斤,2021-07-11
象牙芒果,3.00,4.00,5.00,芒果类,斤,2021-07-11
凯特芒果,3.60,4.80,6.00,芒果类,斤,2021-07-11
水仙芒果,3.50,4.75,6.00,芒果类,斤,2021-07-11
肯特新世纪澳芒,3.00,4.50,6.00,芒果类,斤,2021-07-11
鸡嘴荔枝,5.00,7.00,9.00,荔枝类,斤,2021-07-11
玉荷包荔枝,3.00,4.00,5.00,荔枝类,斤,2021-07-11
桂味,5.00,7.00,9.00,荔枝类,斤,2021-07-11
美国红,12.00,14.00,16.00,樱桃类,斤,2021-07-11
美早,6.50,25.75,45.00,樱桃类,斤,2021-07-11
南阳,12.00,13.50,15.00,樱桃类,斤,2021-07-11
巴托,9.00,10.50,12.00,樱桃类,斤,2021-07-11
先锋樱桃,5.00,7.50,10.00,樱桃类,斤,2021-07-11
红绣球,11.00,13.00,15.00,樱桃类,斤,2021-07-11
沙蜜托,8.00,11.00,14.00,樱桃类,斤,2021-07-11
箱装菠萝（上六下六）,1.40,1.70,2.00,其他类,斤,2021-07-11
百香果,10.00,11.00,12.00,其他类,斤,2021-07-11
美人指,6.00,6.50,7.00,葡萄类,斤,2021-07-09
克伦生,10.00,10.50,11.00,葡萄类,斤,2021-07-09
黑提葡萄、夏黑,5.00,6.00,7.00,葡萄类,斤,2021-07-09
乒乓球葡萄,6.00,6.50,7.00,葡萄类,斤,2021-07-09
维多利亚葡萄,3.00,3.50,4.00,葡萄类,斤,2021-07-09
郁金香,6.00,6.50,7.00,葡萄类,斤,2021-07-09
紫甜,6.00,6.50,7.00,葡萄类,斤,2021-07-09
台农小芒果,2.50,3.25,4.00,芒果类,斤,2021-07-09
台农大芒果,3.50,4.00,4.50,芒果类,斤,2021-07-09
红金龙,3.50,4.75,6.00,芒果类,斤,2021-07-09
鹰嘴芒果,3.00,4.00,5.00,芒果类,斤,2021-07-09
青皮芒果,3.00,3.50,4.00,芒果类,斤,2021-07-09
象牙芒果,3.00,4.00,5.00,芒果类,斤,2021-07-09
凯特芒果,3.60,4.80,6.00,芒果类,斤,2021-07-09
水仙芒果,3.50,4.75,6.00,芒果类,斤,2021-07-09
肯特新世纪澳芒,3.00,4.50,6.00,芒果类,斤,2021-07-09
鸡嘴荔枝,5.00,7.00,9.00,荔枝类,斤,2021-07-09
玉荷包荔枝,3.00,4.00,5.00,荔枝类,斤,2021-07-09
桂味,5.00,7.00,9.00,荔枝类,斤,2021-07-09
美国红,12.00,14.00,16.00,樱桃类,斤,2021-07-09
香香内脂豆腐,1.50,1.50,1.50,豆制品,斤,2021-07-11
青皮核桃,1.30,1.40,1.50,其他类,斤,2021-07-10
去皮核桃,4.00,4.50,5.00,其他类,斤,2021-07-10
姑娘果（灯笼果）,10.00,12.50,15.00,其他类,斤,2021-07-10
鸭梨,1.20,1.30,1.40,梨类,斤,2021-07-10
雪花梨,1.40,1.50,1.60,梨类,斤,2021-07-10
皇冠梨（标箱）,1.80,1.90,2.00,梨类,斤,2021-07-10
绿宝石,1.40,1.50,1.60,梨类,斤,2021-07-10
丰水梨,1.20,1.60,2.00,梨类,斤,2021-07-10
酥梨,1.50,1.60,1.70,梨类,斤,2021-07-10
库尔勒香梨,3.00,3.25,3.50,梨类,斤,2021-07-10
红香酥梨7号,1.30,1.40,1.50,梨类,斤,2021-07-10
红啤梨,3.00,3.25,3.50,梨类,斤,2021-07-10
早酥梨,1.40,1.50,1.60,梨类,斤,2021-07-10
沃柑,4.50,5.00,5.50,柑橘类,斤,2021-07-10
夏橙,2.00,2.50,3.00,柑橘类,斤,2021-07-10
伦晚,2.50,2.75,3.00,柑橘类,斤,2021-07-10
油桃,1.20,2.60,4.00,桃李杏类,斤,2021-07-10
蟠桃,3.50,4.50,5.50,桃李杏类,斤,2021-07-10
水蜜桃,7.00,8.00,9.00,桃李杏类,斤,2021-07-10
泰国释迦,18.00,19.00,20.00,进口水果,斤,2021-07-10
南非柠檬,6.00,6.50,7.00,进口水果,斤,2021-07-10
越南百香果,12.00,12.50,13.00,进口水果,斤,2021-07-10
新西兰姬娜果,7.00,7.50,8.00,进口水果,斤,2021-07-10
树莓,16.00,17.00,18.00,进口水果,斤,2021-07-10
美国青苹果,12.00,13.00,14.00,进口水果,斤,2021-07-10
泰国菠萝蜜,6.00,6.25,6.50,进口水果,斤,2021-07-10
台湾茂谷柑,8.50,9.00,9.50,进口水果,斤,2021-07-10
新西兰金果,22.00,23.50,25.00,进口水果,斤,2021-07-10
新西兰火参果个,8.00,8.25,8.50,进口水果,斤,2021-07-10
红心火龙果,4.00,4.50,5.00,进口水果,斤,2021-07-10
新西兰苹果,13.00,13.50,14.00,进口水果,斤,2021-07-10
黑莓,15.00,15.50,16.00,进口水果,斤,2021-07-10
菲律宾凤梨,3.00,3.50,4.00,进口水果,斤,2021-07-10
金丝小枣,4.00,5.50,7.00,干果,斤,2021-07-10
空心脆枣,5.00,6.50,8.00,干果,斤,2021-07-10
无花果,16.00,22.00,28.00,干果,斤,2021-07-10
大榛,22.00,28.50,35.00,干果,斤,2021-07-10
胡桃,40.00,45.00,50.00,干果,斤,2021-07-10
国产杏仁,20.00,25.00,30.00,干果,斤,2021-07-10
心里美,0.80,1.00,1.20,冀泥洗,斤,2021-07-11
卞萝卜,0.50,0.55,0.60,冀,斤,2021-07-11
青萝卜,0.70,0.80,0.90,冀鲁新,斤,2021-07-11
胡萝卜,0.40,0.50,0.60,冀鲁新,斤,2021-07-11
胡萝卜（洗）,0.60,0.65,0.70,冀鲁,斤,2021-07-11
黄心土豆,0.50,0.65,0.80,冀,斤,2021-07-11
V7土豆,0.90,1.00,1.10,冀,斤,2021-07-11
黄葱头,0.70,0.80,0.90,蒙甘,斤,2021-07-11
红葱头,1.00,1.10,1.20,老新,斤,2021-07-11
山药,2.10,2.30,2.50,脆麻新,斤,2021-07-11
铁棍山药,3.50,4.75,6.00,普通,斤,2021-07-11
莲藕,6.00,6.25,6.50,冀云川桂,斤,2021-07-11
红薯,1.00,1.20,1.40,冀新,斤,2021-07-11
红薯,1.40,1.60,1.80,精品,斤,2021-07-11
茭白,1.80,2.15,2.50,京浙,斤,2021-07-11
凉薯,1.40,1.50,1.60,普通,斤,2021-07-11
荸荠,4.00,4.50,5.00,皖,斤,2021-07-11
芋头,1.50,1.80,2.10,鲁,斤,2021-07-11
姜,3.00,4.25,5.50,姜头整,斤,2021-07-11
大蒜,2.50,3.00,3.50,普通,斤,2021-07-11
白条猪（瘦）,11.00,11.00,11.00,猪肉类,斤,2021-07-09
白条猪（肥）,8.75,8.75,8.75,猪肉类,斤,2021-07-09
前臀尖（瘦）,9.00,9.50,10.00,猪肉类,斤,2021-07-09
前臀尖（肥）,8.50,8.75,9.00,猪肉类,斤,2021-07-09
后臀尖（瘦）,9.00,9.50,10.00,猪肉类,斤,2021-07-09
后臀尖（肥）,8.50,8.75,9.00,猪肉类,斤,2021-07-09
五花肉（瘦）,11.00,11.50,12.00,猪肉类,斤,2021-07-09
五花肉（肥）,10.00,10.50,11.00,猪肉类,斤,2021-07-09
纯通脊,11.00,12.00,13.00,猪肉类,斤,2021-07-09
通脊,9.00,10.00,11.00,猪肉类,斤,2021-07-09
纯瘦肉,10.50,11.00,11.50,猪肉类,斤,2021-07-09
护心肉,15.00,15.00,15.00,猪肉类,斤,2021-07-09
前肘,9.00,10.00,11.00,猪肉类,斤,2021-07-09
后肘,7.80,8.40,9.00,猪肉类,斤,2021-07-09
猪尾巴,40.00,40.00,40.00,猪肉类,斤,2021-07-09
猪蹄,17.00,17.00,17.00,猪肉类,斤,2021-07-09
纯排骨,20.00,21.00,22.00,猪肉类,斤,2021-07-09
纯腔骨,8.00,9.00,10.00,猪肉类,斤,2021-07-09
腔排骨,14.00,14.50,15.00,猪肉类,斤,2021-07-09
棒骨,9.00,10.00,11.00,猪肉类,斤,2021-07-09
花牛(Φ70-85),1.40,2.00,2.60,苹果类,斤,2021-07-10
新疆阿克苏（冰糖心）,3.00,3.50,4.00,苹果类,斤,2021-07-10
青苹果,1.50,1.60,1.70,苹果类,斤,2021-07-10
辽峰,6.00,7.00,8.00,葡萄类,斤,2021-07-10
巨峰葡萄,4.00,4.50,5.00,葡萄类,斤,2021-07-10
红提葡萄,6.00,6.50,7.00,葡萄类,斤,2021-07-10
阳光玫瑰葡萄,18.00,27.00,36.00,葡萄类,斤,2021-07-10
玫瑰香葡萄,3.00,5.00,7.00,葡萄类,斤,2021-07-10
美人指,6.00,6.50,7.00,葡萄类,斤,2021-07-10
克伦生,10.00,10.50,11.00,葡萄类,斤,2021-07-10
黑提葡萄、夏黑,5.00,6.00,7.00,葡萄类,斤,2021-07-10
乒乓球葡萄,6.00,6.50,7.00,葡萄类,斤,2021-07-10
维多利亚葡萄,3.00,3.50,4.00,葡萄类,斤,2021-07-10
郁金香,6.00,6.50,7.00,葡萄类,斤,2021-07-10
紫甜,6.00,6.50,7.00,葡萄类,斤,2021-07-10
台农小芒果,3.00,3.50,4.00,芒果类,斤,2021-07-10
台农大芒果,3.50,4.00,4.50,芒果类,斤,2021-07-10
红金龙,3.50,4.75,6.00,芒果类,斤,2021-07-10
鹰嘴芒果,3.00,4.00,5.00,芒果类,斤,2021-07-10
青皮芒果,3.00,3.50,4.00,芒果类,斤,2021-07-10
黄油桃,2.50,3.25,4.00,桃李杏类,斤,2021-07-10
黄毛桃,2.50,3.25,4.00,桃李杏类,斤,2021-07-10
突围,1.20,1.60,2.00,桃李杏类,斤,2021-07-10
京红桃,2.00,3.00,4.00,桃李杏类,斤,2021-07-10
黄油蟠,5.00,5.50,6.00,桃李杏类,斤,2021-07-10
沙红桃,1.40,1.70,2.00,桃李杏类,斤,2021-07-10
猕猴桃（海沃德）,2.50,2.75,3.00,桃李杏类,斤,2021-07-10
李子,1.00,3.00,5.00,桃李杏类,斤,2021-07-10
杏梅,2.00,3.00,4.00,桃李杏类,斤,2021-07-10
串红杏,1.00,1.25,1.50,桃李杏类,斤,2021-07-10
无籽小号-大号,1.20,1.30,1.40,西瓜类,斤,2021-07-10
麒麟、甜蜜蜜,1.60,2.00,2.40,西瓜类,斤,2021-07-10
特小风,2.00,2.15,2.30,西瓜类,斤,2021-07-10
L600吊秧瓜,1.50,2.00,2.50,西瓜类,斤,2021-07-10
甜王,0.80,0.95,1.10,西瓜类,斤,2021-07-10
硒沙瓜,1.20,1.30,1.40,西瓜类,斤,2021-07-10
蜜童,1.40,1.60,1.80,西瓜类,斤,2021-07-10
墨童西瓜,1.40,1.55,1.70,西瓜类,斤,2021-07-10
国产香蕉,2.00,2.40,2.80,香蕉类,斤,2021-07-10
南美、菲律宾香蕉,3.00,3.25,3.50,香蕉类,斤,2021-07-10
五花肉（瘦）,11.00,11.50,12.00,猪肉类,斤,2021-07-11
五花肉（肥）,10.00,10.50,11.00,猪肉类,斤,2021-07-11
纯通脊,11.00,12.00,13.00,猪肉类,斤,2021-07-11
通脊,9.00,10.00,11.00,猪肉类,斤,2021-07-11
纯瘦肉,10.50,11.00,11.50,猪肉类,斤,2021-07-11
护心肉,15.00,15.00,15.00,猪肉类,斤,2021-07-11
前肘,9.00,10.00,11.00,猪肉类,斤,2021-07-11
后肘,7.80,8.40,9.00,猪肉类,斤,2021-07-11
猪尾巴,40.00,40.00,40.00,猪肉类,斤,2021-07-11
猪蹄,17.00,17.00,17.00,猪肉类,斤,2021-07-11
纯排骨,20.00,21.00,22.00,猪肉类,斤,2021-07-11
纯腔骨,8.00,9.00,10.00,猪肉类,斤,2021-07-11
腔排骨,14.00,14.50,15.00,猪肉类,斤,2021-07-11
棒骨,9.00,10.00,11.00,猪肉类,斤,2021-07-11
猪头,10.00,10.00,10.00,猪肉类,斤,2021-07-11
猪口条,15.00,15.00,15.00,猪肉类,斤,2021-07-11
猪耳,25.00,25.00,25.00,猪肉类,斤,2021-07-11
猪脑,35.00,36.00,37.00,猪肉类,斤,2021-07-11
猪肚,17.00,17.00,17.00,猪肉类,斤,2021-07-11
猪板油,8.00,8.00,8.00,猪肉类,斤,2021-07-11
普核桃,5.00,10.00,15.00,干果,斤,2021-07-10
长寿果,25.00,30.00,35.00,干果,斤,2021-07-10
绿茶南瓜子,15.00,16.50,18.00,干果,斤,2021-07-10
葡萄干,10.00,20.00,30.00,干果,斤,2021-07-10
杏核,7.00,9.50,12.00,干果,斤,2021-07-10
桂圆,9.00,12.00,15.00,干果,斤,2021-07-10
花生,6.00,6.75,7.50,干果,斤,2021-07-10
蚕豆,5.00,6.50,8.00,干果,斤,2021-07-10
生腰果,30.00,35.00,40.00,干果,斤,2021-07-10
青豆,5.00,5.50,6.00,干果,斤,2021-07-10
莲子,24.00,25.00,26.00,干果,斤,2021-07-10
情人梅,12.00,13.50,15.00,干果,斤,2021-07-10
核桃仁,18.00,21.50,25.00,干果,斤,2021-07-10
白薯干,7.00,10.00,13.00,干果,斤,2021-07-10
毛榛子,15.00,20.00,25.00,干果,斤,2021-07-10
杏肉,12.00,16.00,20.00,干果,斤,2021-07-10
话梅,8.00,9.00,10.00,干果,斤,2021-07-10
松子,50.00,55.00,60.00,干果,斤,2021-07-10
鲍鱼果,20.00,22.50,25.00,干果,斤,2021-07-10
香蕉干,10.00,12.00,14.00,干果,斤,2021-07-10
油豆,2.00,2.50,3.00,鲁,斤,2021-07-09
毛豆,2.00,2.50,3.00,普通,斤,2021-07-09
玉米,1.00,1.10,1.20,川冀,斤,2021-07-09
花生,3.50,4.75,6.00,桂粤,斤,2021-07-09
苦瓜,1.00,1.20,1.40,冀鲁,斤,2021-07-09
丝瓜,1.00,1.50,2.00,豫鲁,斤,2021-07-09
丝瓜,1.00,1.60,2.20,短,斤,2021-07-09
瓠子,0.60,0.90,1.20,普通,斤,2021-07-09
西葫芦,0.50,0.75,1.00,滇鲁,斤,2021-07-09
佛手瓜,2.30,2.40,2.50,普通,斤,2021-07-09
金丝南瓜,0.50,0.60,0.70,冀鲁,斤,2021-07-09
南北瓜,0.60,0.70,0.80,桂,斤,2021-07-09
尖椒,0.80,1.10,1.40,冀晋鲁新,斤,2021-07-09
螺丝椒,1.50,1.75,2.00,普通,斤,2021-07-09
柿子椒,1.00,1.25,1.50,鲁新,斤,2021-07-09
线椒,1.00,1.25,1.50,鲁琼新,斤,2021-07-09
杭椒,1.20,1.60,2.00,普通,斤,2021-07-09
小米椒,4.00,4.25,4.50,滇,斤,2021-07-09
彩椒,3.00,4.00,5.00,红黄,斤,2021-07-09
白萝卜,0.30,0.35,0.40,冀,斤,2021-07-09
猪肺,4.00,4.00,4.00,猪肉类,个,2021-07-10
猪皮,3.00,4.00,5.00,猪肉类,斤,2021-07-10
猪肠头,18.00,18.00,18.00,猪肉类,斤,2021-07-10
猪肠,16.00,16.00,16.00,猪肉类,斤,2021-07-10
整牛,33.00,33.00,33.00,牛肉类,斤,2021-07-10
牛前腱,36.00,36.00,36.00,牛肉类,斤,2021-07-10
牛后腱,36.00,36.00,36.00,牛肉类,斤,2021-07-10
牛前腿,34.00,34.00,34.00,牛肉类,斤,2021-07-10
牛后腿,34.00,34.00,34.00,牛肉类,斤,2021-07-10
牛柳（里脊）,37.00,37.00,37.00,牛肉类,斤,2021-07-10
精牛柳,40.00,41.00,42.00,牛肉类,斤,2021-07-10
牛腩,34.00,34.50,35.00,牛肉类,斤,2021-07-10
牛林,34.00,34.50,35.00,牛肉类,斤,2021-07-10
牛骨,4.50,4.75,5.00,牛肉类,斤,2021-07-10
牛板筋,34.00,34.50,35.00,牛肉类,斤,2021-07-10
牛尾,33.00,34.00,35.00,牛肉类,斤,2021-07-10
牛上脑,34.00,34.50,35.00,牛肉类,斤,2021-07-10
整羊,24.00,24.50,25.00,羊肉类,斤,2021-07-10
去骨羊前腿,36.00,36.00,36.00,羊肉类,斤,2021-07-10
去骨羊后腿,36.00,36.00,36.00,羊肉类,斤,2021-07-10
富士（纸袋Φ70-84）,1.50,2.00,2.50,苹果类,斤,2021-07-11
富士（纸+膜袋）,1.50,1.75,2.00,苹果类,斤,2021-07-11
富士（纸袋Φ85以上）,2.50,3.00,3.50,苹果类,斤,2021-07-11
黄元帅,1.50,1.75,2.00,苹果类,斤,2021-07-11
花牛(Φ70-85),1.40,2.00,2.60,苹果类,斤,2021-07-11
新疆阿克苏（冰糖心）,3.00,3.50,4.00,苹果类,斤,2021-07-11
青苹果,1.50,1.60,1.70,苹果类,斤,2021-07-11
辽峰,6.00,7.00,8.00,葡萄类,斤,2021-07-11
巨峰葡萄,4.00,4.50,5.00,葡萄类,斤,2021-07-11
红提葡萄,6.00,6.50,7.00,葡萄类,斤,2021-07-11
